"genes"	"NF54.37.1"	"NF54.37.2"	"NF54.41.1"	"NF54.41.2"	"PB4.37.1"	"PB4.37.2"	"PB4.41.1"	"PB4.41.2"	"PB31.37.1"	"PB31.37.2"	"PB31.41.1"	"PB31.41.2"
"PF3D7.0717100"	20.16	16.4	42.81	46.03	15.22	15.45	24.13	27.31	39.77	16.28	22.35	49.32
"PF3D7.0717200"	159.19	154.31	155.86	153.65	214.61	192.82	279.73	299.07	239.27	342.52	240.03	225.66
"PF3D7.0717300"	90.16	108.27	111.91	89.9	90.98	102.68	167.04	171.45	109.45	125.96	129.69	140.37
"PF3D7.0717500"	224.57	354.24	234	210.95	236.42	381.72	233.65	306.8	602.73	671.1	285.72	206.31
"PF3D7.0717700"	422.5	386.06	500.55	417.24	287.15	253.09	670.82	690.54	291.54	264.85	359.74	406.54
"PF3D7.0717900"	41.77	40.26	99.48	91.45	60.52	49.91	84.13	65.8	37.2	48.96	80.45	100.34
"PF3D7.0718500"	391.24	387.3	363.26	374.57	458.55	392.52	389.28	438.31	397.16	209.24	529.41	505.46
"PF3D7.0719100"	131.9	191.32	108.64	109.78	183.43	264.98	113.69	100.94	190.34	107.47	180.53	63.19
"PF3D7.0719300"	66.4	50.89	124	100.53	73.01	59.08	140.35	116.54	48.23	68.94	87.48	121.15
"PF3D7.0719400"	26.35	43.09	15.99	13.47	40.63	51.18	15.33	18.92	51.37	32.99	28.76	19.56
"PF3D7.0719500"	31.49	36.1	37.06	37.57	39.19	43.28	25.5	21.94	96.03	54.47	29.01	19.01
"PF3D7.0719700"	3346.72	3299.94	5445.01	5390.03	1747.37	1825.92	4995.49	4778.94	1484.51	1856.88	3185.99	4360.97
"PF3D7.0719900"	21.17	22.36	17.07	14.98	20.6	20.42	15.86	23.51	19.4	22.73	14.46	20.24
"PF3D7.0720000"	81.11	84.9	116.29	120.17	49.48	64.58	116.19	160.69	55.5	44.74	102.66	106.4
"PF3D7.0720100"	90	60.62	121.18	102.3	118.18	82.58	189.55	138.55	44.58	89.8	111.34	138.37
"PF3D7.0720200"	291.74	200.48	545.71	425.11	197.93	182.1	677.83	407.62	152.31	184.92	355.82	522.27
"PF3D7.0720400"	55.67	45.26	124.24	118.43	60.92	54.85	110.73	78.07	72.42	65.57	78.75	117.98
"PF3D7.0720700"	83.99	96.06	25.57	25.4	70.42	95.08	51.07	103.68	110.36	122.47	52.96	55.22
"PF3D7.0720900"	60.52	79.26	93.24	76.2	93.33	80.8	48.34	34.07	65.22	53.9	71.95	37.52
"PF3D7.0721000"	22.2	22.9	20.5	20.95	21	21.3	16.77	21.35	26.83	23.03	18.89	23.95
"PF3D7.0721100"	235.22	234.17	935.25	717.55	338.2	203.97	740.11	319.42	671.17	452.59	591.87	642.69
"PF3D7.0721300"	91.02	72.01	119.14	94.58	101.89	95.21	166.4	143.01	44.54	96.93	104.72	129.57
"PF3D7.0721600"	3973.71	3428.09	6063.9	5269.12	1583.65	1704.46	4958.95	5820.22	1523.21	1294.8	3725.08	4308.83
"PF3D7.0721700"	74.1	81.84	31.12	27.89	108.17	138.57	58.24	33.31	37.52	39.79	66.91	29.19
"PF3D7.0721800"	414.95	591.02	684.35	667.31	215.79	343.07	416.85	688.61	672.8	248.92	521.5	586.84
"PF3D7.0721900"	172.07	114.99	231.89	136.86	78.43	239.43	206.73	225.68	204.25	254.02	92.92	157.12
"PF3D7.0722100"	77.91	51.25	54.72	46.18	57.1	50.39	99.04	85.33	43.41	65.17	58.47	58.27
"PF3D7.0722200"	122.16	309.3	25.9	44.47	150.88	283.64	47.79	132.22	961.4	717.3	113.25	27.67
"PF3D7.0722300"	39.91	38.02	36.51	36.4	33.82	39.76	40.6	46.97	34	46.2	30.5	53.04
"PF3D7.0722400"	339.09	291.33	466.9	504.09	243.56	215.25	521.33	556.74	200.58	254.63	348.4	514.3
"PF3D7.0722500"	175.97	173.19	197.63	204.33	177.86	147.59	327.12	297.54	90.17	163.63	151.45	176.15
"PF3D7.0722600"	138.65	129.13	145.44	154.82	149.76	147.16	252.95	208.54	98.91	173.49	130.23	182.29
"PF3D7.0723300"	33.51	78.83	8.45	16.76	22.01	54.49	8.09	35.6	152.9	61.7	29.33	13.45
"PF3D7.0723400"	125.49	129.71	157.89	168.68	107.09	124.57	180.4	217.69	53.47	113.91	105.18	166.3
"PF3D7.0723600"	137.74	99.3	128.21	139.13	87.75	122.78	144.34	204.41	100.73	72.69	210.57	196.67
"PF3D7.0723900"	60.25	42.17	57.24	59	40.6	43.02	66.72	88.56	34.33	34.94	52.09	70.66
"PF3D7.0724100"	100.12	118.37	224.01	283.17	113.07	152.98	160.04	157.39	123.42	145.07	118.07	162.19
"PF3D7.0724200"	19.98	20.56	22.6	29.55	22.89	14.65	25.97	29.49	12.36	20.93	17.56	34.33
"PF3D7.0724700"	27.2	24.52	20.72	29.19	22.3	21.69	26.16	31.48	16.73	26.22	22.15	29.67
"PF3D7.0725000"	20.32	20.02	23.3	29.83	27.67	25.45	25.68	31.75	49.36	39.83	26.74	32.39
"PF3D7.0725100"	15.21	18.5	21.48	20.03	20.7	17.1	28.22	23.33	21.25	25.78	16.36	23.8
"PF3D7.0725200"	372.83	248.21	323.92	223	420.42	318.05	583.5	266.98	256.39	304.3	380.46	306.05
"PF3D7.0725300"	33.64	41.46	38.02	67.43	19.61	22.9	44.34	71.81	18.57	44.35	43.7	67.36
"PF3D7.0725400"	1515.15	3059.62	253.69	277.21	1528.96	2886.14	447.83	1338.78	5005.02	5539.19	2164.33	368.21
"PF3D7.0726100"	229.9	253.56	40.01	30.75	231.03	218.61	101.7	177.24	37.64	173.53	80.29	124.87
"PF3D7.0726200"	38.55	41.34	41.44	27.93	62.5	59.91	87.82	67.71	23.13	28.63	93.51	128.37
"PF3D7.0726500"	123.58	126.23	92.16	88.77	124.44	138.55	104.37	124.53	107.96	113.04	96.45	120.59
"PF3D7.0726700"	84.69	138.77	139.2	106.38	165.67	184.32	149.91	94.29	252.82	204.65	174.97	106.54
"PF3D7.0726800"	26.17	18.39	27.43	33.78	16.29	8.86	50.1	17.47	10.98	18.79	38.41	39.07
"PF3D7.0726900"	27.23	17.27	60.42	50.98	25.69	19.4	66.09	41.43	26.63	39.47	55.3	55.11
"PF3D7.0727000"	18.26	21.32	27.85	29.5	23.58	23.5	22.91	28.21	33.01	20.35	22.78	32.94
"PF3D7.0727200"	131.58	115.02	172.97	136.73	85.11	93.2	157.13	166.08	46.17	64.83	107.63	160.88
"PF3D7.0727300"	23.02	14.63	21.55	25.47	21.91	18.24	33.28	29.96	11.03	15.53	23.21	35.86
"PF3D7.0727800"	21.4	21.04	35.47	25.5	22.1	17.63	29.21	29.61	24.9	25.55	29.68	38.88
"PF3D7.0728000"	455.71	424.03	746.44	699.22	383.44	417.87	806.77	693.83	364.06	320.89	558.45	599.36
"PF3D7.0728300"	44.73	39.66	29.84	32.12	62.69	67.76	28.27	28.9	49.8	45.13	61.49	26.86
"PF3D7.0728600"	33.21	59.4	17.43	13.28	54.26	74.18	23.29	25.31	69.55	51.4	36.09	20.23
"PF3D7.0728800"	34.23	25.57	66.86	76.04	59.5	45.53	64.52	35.64	60.14	55.87	55.34	71.83
"PF3D7.0728900"	65.62	61.86	53.66	66.97	62.35	66.12	76.27	65.96	53.06	52.95	69.41	66.37
"PF3D7.0729000"	141.05	79.2	103.96	92.22	152.46	123.41	81.11	116.81	100.8	114.31	119.94	112.01
"PF3D7.0729200"	12.59	16.75	52.89	36.41	18.43	12.41	16.7	9.81	36.06	21.12	25.96	34.03
"PF3D7.0729300"	59.06	41.57	81.97	77.22	46.48	52.27	99.71	73.82	19.82	47.11	51.43	76.43
"PF3D7.0729400"	157.31	124.72	187.59	202.74	134.47	148.27	255.63	229.12	62.11	96.22	151.74	217.48
"PF3D7.0729600"	73.18	82.86	94.56	72.41	97.43	97.09	49.09	54.47	183.92	65.42	94.75	53.1
"PF3D7.0730400"	202.31	320.28	63.07	51.3	270.61	349.49	68.36	189.36	603.73	991.22	281.61	53.95
"PF3D7.0730900"	111.98	74.32	206.9	166.92	97.78	76.52	308.76	261.33	16.93	151.69	199.45	381.15
"PF3D7.0731100"	1200.51	977.18	474.97	403.52	1056.28	1079.36	968.8	1126.65	328.22	1062.35	712.93	808.07
"PF3D7.0731200"	80.86	34.48	21.6	7.21	88.32	48.56	27.52	37.65	19.36	118.2	35.19	37.27
"PF3D7.0731300"	108.7	53.32	247.13	224.31	71.53	38.02	506.93	292.2	30.73	127.26	288.76	476.39
"PF3D7.0731500"	502.91	1160.69	87.01	103.98	721.33	1608.83	163.05	618.32	1816.97	3239.51	666.62	149.33
"PF3D7.0731600"	97.74	107.42	441.66	395.83	64.18	64.63	282.37	161.57	206.35	141.98	179.89	250.81
"PF3D7.0731700"	16.86	11.95	93.06	51.6	16.13	13.5	37.67	25.63	27.39	17.22	22.98	31.7
"PF3D7.0731800"	37.71	30.21	6.51	7.43	52.59	47.16	22.82	17.74	12.47	32.61	31.16	21.25
"PF3D7.0732900"	6.58	5.27	33.5	34.51	3	6.45	12.44	9.63	3.71	8.5	24.23	37.06
"PF3D7.0800400"	3.86	7.26	45.82	36.67	1.03	0.86	0	1.66	1.05	1.76	0	0
"PF3D7.0800900"	32.74	22.21	2.33	5.93	31.28	38.22	16.92	26.05	15.72	49.66	13.15	13.4
"PF3D7.0801000"	391.86	348.59	478.62	431.2	319.55	365.79	476.14	471.73	91.57	347.68	338.87	575.52
"PF3D7.0801500"	102.15	87.2	142.46	123.86	97.35	96.22	215.67	142.6	41.3	112.6	127.03	175.14
"PF3D7.0801700"	31.46	33.55	59	66.78	33.31	32.42	47.29	51.84	36.72	31.66	39.97	59.94
"PF3D7.0801800"	151.57	125.49	276.94	272.5	104.88	112.35	229.28	215.62	76.45	112.23	153.15	244.85
"PF3D7.0801900"	39.11	49.34	45.76	63.07	36.8	48.44	51.96	78.02	19.7	39.93	34.97	48.47
"PF3D7.0802000"	184.11	148.97	755.52	745.96	115.72	125.81	844.2	638.05	192.23	181.69	528.75	737.84
"PF3D7.0802100"	20.36	30.45	5.53	8.79	26.55	33.46	8.07	13.32	64.65	50.94	16.17	8.53
"PF3D7.0802200"	383.64	457.33	2638.59	2779.77	272.1	328.43	680.64	595.74	798.61	327	895.84	1343.5
"PF3D7.0802300"	68.15	55.18	91.92	80.04	50.47	41.96	103.33	105.11	22.91	53.25	70.96	107.09
"PF3D7.0802400"	68.23	52.55	82.3	80.81	49.09	49.21	88.56	82.21	29.65	35.39	86.92	74.51
"PF3D7.0802600"	26.56	46.29	7.26	8.1	33.29	44.92	10.35	24.6	134.07	107.52	25.76	10.94
"PF3D7.0802800"	96.36	142.09	21.29	17.61	109.59	177.28	26.58	69.67	364.84	239.54	96.75	23.99
"PF3D7.0803000"	68.78	79.8	80.42	79.22	62.25	93.24	86.32	100.23	78.54	70.63	61.54	93.2
"PF3D7.0803100"	100.46	124.49	148.04	174.44	108.48	133.58	173.61	166.75	82.38	136.42	102.75	143.91
"PF3D7.0803200"	41.06	76	11.81	8.37	56.32	59.04	16.85	27.91	211.34	105.69	41.02	11.77
"PF3D7.0803300"	24.12	36.51	29.52	32.56	51.27	44.3	54.15	35.55	92.74	59.06	56.69	52.65
"PF3D7.0803400"	52.11	91.69	52.95	49.48	81.24	99.83	23.91	34.84	145.42	63.37	54.85	24.84
"PF3D7.0803600"	37.05	45.88	23.54	25.41	48.31	53.78	40.85	41.9	88.53	81.28	39.05	39.38
"PF3D7.0803700"	38.88	41.59	61.19	49.51	44.33	53.11	44.53	44.14	62.26	31.37	55.54	42.59
"PF3D7.0803800"	461.84	331.91	603.82	517.36	351.24	303.56	749.17	491.7	547.82	417.12	441.52	409.77
"PF3D7.0804000"	84.68	87.3	110.98	125.36	94.59	87.44	142.09	125.13	71.93	129.02	95.79	135.12
"PF3D7.0804300"	22.45	40.48	17.36	23.18	15.63	21.25	17.18	39.02	10.32	12.1	15.7	23.01
"PF3D7.0804500"	18.76	24.81	21.69	23.27	24.58	23.95	18.2	24.94	33.1	30.54	21.4	29.03
"PF3D7.0804800"	255.67	215.35	189.19	194.61	339.57	266.59	353.92	301.9	131.43	332.33	262.31	267.17
"PF3D7.0805000"	32.03	34.12	7.69	9.78	49.33	53.14	5.25	26.28	42.51	22.61	35.54	13.81
"PF3D7.0805100"	55.46	61.5	17.66	6.12	108.03	117.47	49.71	43.22	59.26	71.07	78.93	24.17
"PF3D7.0805200"	769.97	1666.44	152.22	159.11	547.05	1528.05	268.86	1006.76	1109.73	1232.06	1090.04	221.15
"PF3D7.0805600"	129.15	121.72	128.66	150.26	111.14	128.57	123.66	162.05	113.65	154.12	120.89	122.64
"PF3D7.0805900"	30.01	41.03	24.02	30.61	46.21	49.67	38.67	28.09	25.34	24.96	60.15	44.32
"PF3D7.0806500"	109.71	149.21	92.27	81.7	108.94	157.68	115.54	135.3	212.73	279.62	129.1	103.88
"PF3D7.0806700"	22.74	24.97	14.69	16.36	35.63	25.18	19.16	26.68	17.35	27.12	17.95	25.43
"PF3D7.0806800"	218.2	249.38	224.04	200.53	207.06	245.16	248.05	261.69	275.5	374.57	227.37	215.25
"PF3D7.0807000"	197.91	195.49	323.41	300.29	146.33	162.28	342.23	317.42	136.1	119.04	278.13	292.79
"PF3D7.0807200"	57.65	41.79	62.23	51.17	36.37	27.06	60.31	46.1	26.42	36.28	62.99	79.51
"PF3D7.0807300"	178.34	136.64	200.78	163.26	103.27	117.3	154	178.57	125.04	101.86	159.45	196.52
"PF3D7.0807500"	441.67	412.73	650.55	617.19	258.42	324.44	476.97	487.24	506.48	198.05	448.86	530.97
"PF3D7.0807600"	219.57	220.23	256.43	224.55	178.35	195.66	307.6	338.37	169.24	213.15	173.4	260.01
"PF3D7.0807700"	20.87	24.74	14.4	13.25	9.4	13.07	8.68	13.31	29.32	25.75	11.13	12.48
"PF3D7.0807800"	146.45	133.94	200.4	163.75	192.3	158.85	263.54	210.49	272.14	238.8	189.31	208.24
"PF3D7.0807900"	333.58	251.39	377.31	284.3	206.24	201.26	410.55	345.98	235.28	188.23	303.1	303.04
"PF3D7.0808200"	195.19	387.83	36.99	45.3	289.54	606.11	120.34	226.35	845.08	1096.93	323.1	68.27
"PF3D7.0808300"	320.74	421.81	101.76	86.29	489.89	659.69	180.83	344.61	541.11	845.41	367.42	153.13
"PF3D7.0808900"	1.91	8.16	55.6	42.96	1.47	3.31	16.83	24.69	3.8	1.74	17.39	21.66
"PF3D7.0809300"	17.82	23.54	22.66	16.19	28.56	33.35	18.48	17.44	69.44	28.48	21.48	14.6
"PF3D7.0809400"	15.91	18.93	21.69	27.16	34.86	26.49	19.3	14.43	40.12	53.28	21.71	22.27
"PF3D7.0809500"	166.03	106.86	123.26	115.97	137.99	111.31	126.14	152.17	105.91	119.47	202.97	154.84
"PF3D7.0810200"	9.31	12.2	21.14	27.09	17.31	19.6	22.24	9.85	15.48	17.94	20.29	16.18
"PF3D7.0810300"	251.51	422.77	84.97	93.87	342.3	505.16	105.73	193.33	681.35	821.14	351.07	107.64
"PF3D7.0810700"	75.15	38.82	134.86	122.23	56.23	52.72	334.41	160.25	36.68	85.21	155.02	150.84
"PF3D7.0810800"	76.98	57.11	233.22	211.53	46.64	25.26	433.38	305.66	36.7	73.96	165.37	269.26
"PF3D7.0811400"	482.56	353.95	617.22	527.31	289.96	241.27	668.64	629.65	273.34	371.08	375.1	555.25
"PF3D7.0811900"	18.82	20.61	20.45	17.69	18.18	24.84	16.18	13.56	50.15	30.47	13.56	19.17
"PF3D7.0812100"	23.68	23.23	29.21	24.38	30.3	23.37	26.59	30.29	23.35	34.62	20.24	34.03
"PF3D7.0812220"	30.06	31.42	48.99	48.08	33.41	30.81	29.68	32.52	48.33	34.54	37.55	33.13
"PF3D7.0812400"	331.16	326.95	525.85	474.28	340.01	347.92	461.25	435.67	343.43	275.46	479.9	494.17
"PF3D7.0812500"	195.65	182.31	165.78	154.18	200.47	210.92	246.79	277.54	97.28	220.71	129.24	189.44
"PF3D7.0812600"	160.99	160.55	85.97	67.03	84.26	149.43	67.5	183.02	126.7	40.6	160.83	85.84
"PF3D7.0812700"	129.33	138.05	200.81	197.75	95.08	114.82	198.54	151.2	91.69	93.34	183.28	157.36
"PF3D7.0812800"	44.2	45.32	22.21	21.15	70.1	59.37	86.34	41.04	142.02	74.94	45.98	0
"PF3D7.0813100"	34.72	47.9	12.08	6.83	47	51.93	19.67	21.81	129.71	91.24	28.21	13.91
"PF3D7.0813300"	1146.84	1059.13	2684.37	3166.91	805.65	794.6	2345.7	2286.33	390.38	625.29	2092.32	2697.11
"PF3D7.0813400"	783.88	639.89	721.22	705.05	595.3	518.11	990.5	1008.95	268.8	516.23	648.7	922.3
"PF3D7.0813600"	304.31	327.28	401.48	373.53	242.98	206.17	379.24	386.33	193.08	159.03	293.46	310.94
"PF3D7.0813700"	12.37	16.94	32.24	35.86	12.55	16.65	19.82	21.06	19.38	15.37	17.22	22.12
"PF3D7.0813800"	54.15	69.46	23.03	25.82	68.82	94.2	35.11	28.71	84.72	62.35	66.09	20.92
"PF3D7.0813900"	4097.59	3454.36	6224.22	5387.78	2205.26	2511.71	6469.5	5048.18	1659.19	2194.87	4002.63	4247.95
"PF3D7.0814200"	7984.93	9973.55	10512.8	11503.7	4268.58	6017.52	7975.21	10737	4280.28	4686.48	5362.38	7691.62
"PF3D7.0814300"	34.84	33.77	34.3	35.91	38.09	41.85	47.5	41.09	19.82	37.81	32.58	38.52
"PF3D7.0814500"	29.98	27.46	5.32	4.59	28.66	27.27	15.18	15.07	8.17	29.45	8.96	4.82
"PF3D7.0814900"	668.63	668.65	805.53	731.21	435.29	467.44	875.5	843.25	650.57	349.8	737.21	764.85
"PF3D7.0815000"	23.29	11.81	59.35	59.16	9.59	9.28	40.29	32.37	21.36	13.05	37.2	39.29
"PF3D7.0815200"	141.97	139.79	188.89	131.21	136.35	134.42	196.41	160.66	116.69	134.08	156.23	189.58
"PF3D7.0815400"	101.46	150.12	159.12	99.05	197.87	183.88	100.96	72.66	222.08	111.41	188.33	81.19
"PF3D7.0815600"	447.55	530.66	403.2	513.44	220.02	314.33	465.37	653.13	206.59	222.64	344.36	512.94
"PF3D7.0816000"	170.62	140.41	148.96	145.52	146.76	150.48	336.34	278.24	57.21	145.95	141.9	206.82
"PF3D7.0816100"	148.2	167.42	39.34	41.92	115.97	119.01	79.13	114.49	159.31	190.72	116.79	108.56
"PF3D7.0816600"	53.57	46.75	214.3	186.28	51.8	61.07	152.19	119.43	69.24	47.46	127.25	164
"PF3D7.0816800"	25.43	72.64	6.39	7.85	22.33	51.74	11.4	17.22	46.28	11.58	70.7	18.03
"PF3D7.0817300"	13.99	11.74	21.9	22.01	11.97	14.23	15.46	17.09	14.18	13.67	20.61	28.21
"PF3D7.0817500"	1500.28	1540.76	1280.37	1413.97	586.12	920.57	1125.36	2373.05	1228.76	392.67	1525.48	1572.16
"PF3D7.0817600"	105.4	205.14	33	28.97	133.27	235.81	41.94	93.56	675.62	570.12	110.89	34.48
"PF3D7.0817700"	74.93	137.73	25.07	15.5	94.4	128.51	29.09	55.48	474.25	276.93	86.35	17.8
"PF3D7.0817900"	999	1339.18	1383.28	1282.31	763.79	992.37	705.27	1021.4	2781.42	879.13	1239.68	978.2
"PF3D7.0818000"	74.47	53.56	51.55	55.01	50.14	56.31	69.34	53.67	38.09	47.92	41.98	48.17
"PF3D7.0818100"	85.77	169.02	15.48	20.85	133.98	161.79	30.37	109.96	272.51	479.19	127.11	33.48
"PF3D7.0818200"	2320.15	3264.78	2934.28	3027.49	990.75	1714.62	1533.09	3291.02	3145.64	903.31	2068.69	2502.93
"PF3D7.0818400"	419.28	267.16	429.45	402.81	387.53	324.83	795.35	442.33	201.24	444.89	382.97	390.76
"PF3D7.0818500"	1312.34	1046.49	557.29	517.98	1294.31	1118.04	1183.67	1258.02	1036.92	1865.95	950.49	703.46
"PF3D7.0818800"	31.96	37.42	16.73	14.94	42.54	47.1	41.22	36.67	12.59	35.53	30.25	33
"PF3D7.0818900"	7021.1	5767.01	10767.6	8249.25	5133.66	4470	7470.85	8007.98	3069.38	2830.05	10450.3	14856.5
"PF3D7.0819000"	77.89	67.47	78.47	85.94	78.03	79.08	118.86	110.29	35.75	96.34	74.14	110.89
"PF3D7.0819100"	55.2	47.07	41.14	36.24	37.87	34.6	90.15	37.94	17.56	40.63	43.85	59.31
"PF3D7.0819600"	139.59	141.12	179.47	189.81	163.76	130.11	205.31	119.33	344.87	307.25	225.93	175.14
"PF3D7.0819900"	299.53	189.22	336.22	291.81	513.9	368.51	459.26	197.07	155	320.61	348.92	309.13
"PF3D7.0820000"	71.5	63.23	84.05	68.1	64.52	67.66	88.92	97.11	40.39	66.88	66.74	106.09
"PF3D7.0820100"	27.66	26.29	33.78	36.21	42.96	48.35	45.05	27.02	31.2	34.6	42.94	32.9
"PF3D7.0820200"	47.14	28.56	55.06	50.15	51.79	33.17	69.88	54.46	42.2	70.73	42.8	76.66
"PF3D7.0820300"	80.55	88.46	49.42	47.05	86.19	59.78	98.25	106.93	64.89	80.14	61.81	84.3
"PF3D7.0820500"	52.32	40.29	40.49	32.1	48.42	50.77	77.01	64.4	29.92	44.86	44.18	42.42
"PF3D7.0820700"	61.03	86.99	81.75	66.19	64.68	109.59	49.21	56.98	167.18	57.75	76.58	72.57
"PF3D7.0821000"	24.3	34.59	26.35	29.59	20.42	21.91	13.48	11.52	71.38	26.28	30.04	11.47
"PF3D7.0821100"	90.68	85.57	36.31	32.58	78.91	73.01	58.37	83.49	33.96	80.3	43.21	56.32
"PF3D7.0821200"	129.82	65.52	95.75	46.79	179.75	115.48	126.91	119.5	63.48	103.61	89.74	99.99
"PF3D7.0821300"	32.74	39.52	31.17	26.11	32.5	39.92	48.06	44.64	32.91	43.07	38.17	51.39
"PF3D7.0821400"	359.77	394.55	156.81	174.62	359.27	408.09	181.35	281.88	466.49	468.05	291.27	169.82
"PF3D7.0821600"	55.98	50.89	50.6	46.22	61.43	46.27	87.27	69.61	23.21	49.79	48.82	57.77
"PF3D7.0821900"	119.24	104.59	137.13	188.5	108.63	106.31	83.51	91.86	148.26	52.87	128.03	69.35
"PF3D7.0822100"	20.69	34.62	24.48	27.24	23.81	15.93	32.04	45.61	8.04	5.41	26.83	48
"PF3D7.0822300"	449.5	206.44	289.58	333.45	299.46	242.05	527.98	485.45	125.58	282.43	342.83	504.97
"PF3D7.0822500"	25.68	41.29	12.66	3.21	37.5	54.29	11.53	11.52	12.19	8.15	20.77	3.63
"PF3D7.0822600"	279.73	278.56	148.78	116.32	179.37	230.95	154.53	227.51	291.83	145.2	181.07	150.84
"PF3D7.0822800"	59.13	55.65	93.84	76.31	70.73	85.13	105.08	84.72	60.06	71.01	74.16	76.65
"PF3D7.0822900"	99.1	173.14	16.28	18.93	166.79	247.13	40.25	108.57	448.23	757.4	92.43	28.29
"PF3D7.0823100"	141.37	105.64	184.7	110.11	152.23	84.45	374.37	192.81	48.43	169.92	169.48	227.49
"PF3D7.0823300"	102.24	106.88	129.42	127.37	94.77	100.81	127.33	135.9	106.41	99.69	97.03	137.23
"PF3D7.0823900"	106.83	96.75	274.98	222.99	105.37	109.12	202.51	140.94	177.11	82.68	196.14	188.01
"PF3D7.0824400"	33.58	32.64	136.26	151.08	28.45	34.4	97.6	54	52.37	41.82	79.39	98.57
"PF3D7.0824500"	41.71	20.47	169.23	164.55	33.32	31.31	127.77	50.49	38.66	42.5	71.06	100.32
"PF3D7.0824600"	106.08	98.94	90.06	86.01	95.58	95.63	159.22	92.68	51.8	81.39	94.4	93.98
"PF3D7.0824900"	23.04	13.85	21.79	25.44	21.2	17.43	52.41	27.69	7.16	21.89	24.69	23.47
"PF3D7.0825200"	33.53	49.31	29.55	35.56	64.63	67.06	24.1	32.68	66.99	39.86	36.1	20.23
"PF3D7.0825500"	105.86	91.52	84.55	114.49	135.73	118.98	172.25	141.03	34.22	159.16	119.98	148.7
"PF3D7.0825600"	42.92	29.81	43.16	27.41	38.51	29.52	20.74	14.11	22.07	12.66	7.54	45.1
"PF3D7.0826100"	39.63	45.81	48.84	48.5	39.35	46.36	56.95	78.99	26.92	48.87	38.16	64.22
"PF3D7.0826300"	29.26	38.5	31	34.79	70.02	60.75	26.49	19.69	74.76	48.23	45.12	37.84
"PF3D7.0826400"	28.51	42.07	20.94	22.73	46.66	41.96	30.34	34.79	134.06	62.5	30.63	18.07
"PF3D7.0826500"	66.54	68.88	51.54	45.37	72.1	62.47	58.28	66.15	69.39	55	59.93	58.44
"PF3D7.0826600"	28.76	16.6	52.93	31.6	16.71	9.67	43.95	22.68	15.89	17.66	29.46	33.87
"PF3D7.0826700"	2859.11	2433.06	4472.9	3819.18	1142.2	1192.03	3253.07	4164.55	1091.71	919.26	2715.5	3081.59
"PF3D7.0826900"	28.9	25.9	48.3	46.93	31.58	33.28	32.99	15.89	32.57	26.77	25.3	30.3
"PF3D7.0827000"	93.53	89.13	135.33	160.01	67.71	76.92	151.29	164.92	40.72	79.94	87.9	135.35
"PF3D7.0827100"	10.13	8.61	21.06	20.97	14.38	15.16	18.15	19.42	14.14	12.9	14.85	23.6
"PF3D7.0827300"	27.33	17.15	25.85	24.29	30.27	26.77	37.73	29.42	14.4	29.08	20.73	40.73
"PF3D7.0827900"	1285.27	1187.2	1988.91	1616.54	1015.08	904.84	2073.7	1813.98	1556.57	832.43	1866.54	1939.23
"PF3D7.0828200"	24.62	28.53	78.25	79.95	26.01	25.28	70.44	56.2	38.88	39.79	46.17	72.46
"PF3D7.0828800"	75.87	141.71	12.35	18.21	99.71	160.44	26.55	68.75	224.23	336.9	93.31	30.92
"PF3D7.0828900"	123.84	172.63	58.84	55.89	153.58	155.79	94.91	93.67	510.32	314.13	120.99	76.4
"PF3D7.0829100"	309.27	300.55	306.52	294.35	356.53	288.23	439.53	396.55	205	347.34	305.43	279.89
"PF3D7.0829200"	68.77	96.39	298.66	316.13	58.22	89.69	221.73	148.42	97.1	55.75	202.61	225.15
"PF3D7.0829300"	689.42	517.68	882.95	621.49	635.79	756.84	802.48	687.59	577.07	459.88	765.92	810.18
"PF3D7.0829400"	35.76	42.56	15.73	15.47	42.23	67.54	18.32	27.36	79.68	46.23	33.92	19.47
"PF3D7.0829600"	82.52	55.79	20.2	24.03	91.49	92.16	46.13	43.04	62.58	47.75	101.53	29.06
"PF3D7.0829800"	209.07	692.99	107.88	53.42	389.37	1302.32	126.51	136.02	616.87	215.8	199.81	122.67
"PF3D7.0829900"	188.69	586.96	94.86	53.44	382.66	1025.46	129.99	111	470.13	191.71	161.45	90.8
"PF3D7.0830400"	1452.59	1202.88	1376.43	1227	846.3	1183.47	1735.11	2004.62	798.96	892.46	1473	1573.74
"PF3D7.0830500"	957.74	967.15	113.11	105.47	943.35	1090.38	191.47	481.31	243.32	930.51	262.66	255.44
"PF3D7.0830600"	864.31	690.96	179.06	158.14	861.48	772.72	521.03	667.15	168.44	592.05	369.48	348.37
"PF3D7.0830700"	122.78	88.31	328.49	280.2	82.5	93.01	235.41	141.34	37.07	91.16	164	231.48
"PF3D7.0830900"	215.85	165.99	446.86	344.2	298.78	244.89	465.19	322.97	192.18	405.89	290.91	342.41
"PF3D7.0831200"	62.21	60.38	28.39	25.95	100.22	86.7	64.93	64.85	54.3	65.61	58.69	51.57
"PF3D7.0831400"	181.4	137.24	3048.6	3157.3	41.39	33.39	1282.72	466.48	86.74	326.82	800.66	1202.79
"PF3D7.0831500"	352.24	276.33	383.35	371.65	403.17	361.63	914.38	512.99	109.14	516.4	378.41	495.54
"PF3D7.0831600"	28.36	33.76	3.56	6.67	28.92	32.68	6.28	14.78	93.16	63.22	19.59	4.34
